USFWS CODE	USFWS NAME
USFWS_404	MCCALL FISH HATCHERY
USFWS_405	LAHONTAN NATIONAL FISH HATCHERY
USFWS_406	RANSOM COUNTY WATERFOWL PRODUCTION AREA
USFWS_407	LEAVENWORTH NATIONAL FISH HATCHERY
USFWS_408	CAREY LAKE MIGRATORY BIRD MANAGEMENT AREA
USFWS_409	ANAHUAC NATIONAL WILDLIFE REFUGE
USFWS_410	MICHIGAN ISLANDS NATIONAL WILDLIFE REFUGE
USFWS_411	GLACIAL RIDGE NATIONAL WILDLIFE REFUGE
USFWS_412	WATONWAN COUNTY WATERFOWL PRODUCTION AREA
USFWS_413	FARM SERVICE AGENCY INTEREST OF WI
USFWS_414	OHIO RIVER ISLANDS NATIONAL WILDLIFE REFUGE
USFWS_415	BRULE COUNTY WATERFOWL PRODUCTION AREA
USFWS_416	EMIQUON NATIONAL WILDLIFE REFUGE
USFWS_417	VALENTINE NATIONAL WILDLIFE REFUGE
USFWS_418	PRIME HOOK NATIONAL WILDLIFE REFUGE
USFWS_419	JONES HOLE NATIONAL FISH HATCHERY
USFWS_420	FARM SERVICE AGENCY INTEREST OF WA
USFWS_421	MACKAY ISLAND NATIONAL WILDLIFE REFUGE
USFWS_422	FAULK COUNTY WATERFOWL PRODUCTION AREA
USFWS_423	LOWER SUWANNEE NATIONAL WILDLIFE REFUGE
USFWS_424	LAMOURE COUNTY WATERFOWL PRODUCTION AREA
USFWS_425	DEUEL COUNTY WATERFOWL PRODUCTION AREA
USFWS_426	IMPERIAL NATIONAL WILDLIFE REFUGE
USFWS_427	COLUSA NATIONAL WILDLIFE REFUGE
USFWS_428	RED RIVER NATIONAL WILDLIFE REFUGE
USFWS_429	DALE HOLLOW NATIONAL FISH HATCHERY
USFWS_430	KOOSKIA NATIONAL FISH HATCHERY
USFWS_431	BAMFORTH NATIONAL WILDLIFE REFUGE
USFWS_432	BUENA VISTA COUNTY WATERFOWL PRODUCTION AREA
USFWS_433	DETROIT RIVER INTERNATIONAL WILDLIFE REFUGE
USFWS_434	CROSS ISLAND NATIONAL WILDLIFE REFUGE
USFWS_435	HAMILTON COUNTY WATERFOWL PRODUCTION AREA
USFWS_436	KINGSBURY COUNTY WATERFOWL PRODUCTION AREA
USFWS_437	GREEN LAKE NATIONAL FISH HATCHERY
USFWS_438	JACKSON NATIONAL FISH HATCHERY
USFWS_439	GOVERNMENT ISLAND GAME MANAGEMENT AREA
USFWS_440	HOLT COLLIER NATIONAL WILDLIFE REFUGE
USFWS_441	REDWOOD COUNTY WATERFOWL PRODUCTION AREA
USFWS_442	TREMPEALEAU NATIONAL WILDLIFE REFUGE
USFWS_443	CASTLE ROCK NATIONAL WILDLIFE REFUGE
USFWS_444	LAKE NETTIE NATIONAL WILDLIFE REFUGE
USFWS_445	EASTERN SHORE OF VIRGINIA NATIONAL WILDLIFE REFUGE
USFWS_446	MINGO NATIONAL WILDLIFE REFUGE
USFWS_447	MERRITT ISLAND NATIONAL WILDLIFE REFUGE
USFWS_448	HOBE SOUND NATIONAL WILDLIFE REFUGE
USFWS_449	TRAILL COUNTY WATERFOWL PRODUCTION AREA
USFWS_450	GREAT SWAMP NATIONAL WILDLIFE REFUGE
USFWS_451	STEWART B. MCKINNEY NATIONAL WILDLIFE REFUGE
USFWS_452	MUSCATATUCK NATIONAL WILDLIFE REFUGE
USFWS_453	WHITE SULPHUR SPRINGS NATIONAL FISH HATCHERY
USFWS_454	ANKENY NATIONAL WILDLIFE REFUGE
USFWS_455	POCAHONTAS COUNTY WATERFOWL PRODUCTION AREA
USFWS_456	FARIBAULT COUNTY WATERFOWL PRODUCTION AREA
USFWS_457	JAMES CAMPBELL NATIONAL WILDLIFE REFUGE
USFWS_458	SARGENT COUNTY WATERFOWL PRODUCTION AREA
USFWS_459	PHALON LAKE PUBLIC FISHING AREA
USFWS_460	TAMARAC NATIONAL WILDLIFE REFUGE
USFWS_461	BASKETT SLOUGH NATIONAL WILDLIFE REFUGE
USFWS_462	BON SECOUR NATIONAL WILDLIFE REFUGE
USFWS_463	BAYOU COCODRIE NATIONAL WILDLIFE REFUGE
USFWS_464	BIG STONE NATIONAL WILDLIFE REFUGE
USFWS_465	HALFBREED LAKE NATIONAL WILDLIFE REFUGE
USFWS_466	WAUSHARA COUNTY WATERFOWL PRODUCTION AREA
USFWS_467	METHOW WINTER RANGE AND WILDLIFE REFUGE
USFWS_468	CANAAN VALLEY NATIONAL WILDLIFE REFUGE
USFWS_469	HARRIS NECK NATIONAL WILDLIFE REFUGE
USFWS_470	TEN THOUSAND ISLANDS NATIONAL WILDLIFE REFUGE
USFWS_471	HAGERMAN WILDLIFE MANAGEMENT AREA
USFWS_472	GREENE COUNTY WATERFOWL PRODUCTION AREA
USFWS_473	ARDOCH NATIONAL WILDLIFE REFUGE
USFWS_474	BERKSHIRE TROUT HATCHERY
USFWS_475	DAHOMEY NATIONAL WILDLIFE REFUGE
USFWS_476	OPTIMA NATIONAL WILDLIFE REFUGE
USFWS_477	WAUBAY NATIONAL WILDLIFE REFUGE
USFWS_478	LACASSINE NATIONAL WILDLIFE REFUGE
USFWS_479	BLUE RIDGE NATIONAL WILDLIFE REFUGE
USFWS_480	SEATUCK NATIONAL WILDLIFE REFUGE
USFWS_481	GREERS FERRY NATIONAL FISH HATCHERY
USFWS_482	TODD COUNTY WATERFOWL PRODUCTION AREA
USFWS_483	FARM SERVICE AGENCY INTEREST OF AL
USFWS_484	CYPRESS CREEK NATIONAL WILDLIFE REFUGE
USFWS_485	D.C. BOOTH HISTORIC NATIONAL FISH HATCHERY
USFWS_486	DICKINSON COUNTY WATERFOWL PRODUCTION AREA
USFWS_487	TOPPENISH NATIONAL WILDLIFE REFUGE
USFWS_488	BECHAROF NATIONAL WILDLIFE REFUGE
USFWS_489	GRAND BAY NATIONAL WILDLIFE REFUGE
USFWS_490	HAILSTONE NATIONAL WILDLIFE REFUGE
USFWS_491	J. N. DING DARLING NATIONAL WILDLIFE REFUGE
USFWS_492	EDWIN B. FORSYTHE NATIONAL WILDLIFE REFUGE
USFWS_493	FARM SERVICE AGENCY INTEREST OF AR
USFWS_494	SALINAS RIVER NATIONAL WILDLIFE REFUGE
USFWS_495	POLK COUNTY WATERFOWL PRODUCTION AREA
USFWS_496	SALT PLAINS NATIONAL WILDLIFE REFUGE
USFWS_497	HATCHIE NATIONAL WILDLIFE REFUGE
USFWS_498	LAKE MASON NATIONAL WILDLIFE REFUGE
USFWS_499	SAN BERNARDINO NATIONAL WILDLIFE REFUGE
USFWS_500	SANTA ANA NATIONAL WILDLIFE REFUGE
USFWS_501	ROCK LAKE NATIONAL WILDLIFE REFUGE
USFWS_502	BEAR RIVER MIGRATORY BIRD REFUGE
USFWS_503	CABO ROJO NATIONAL WILDLIFE REFUGE
USFWS_504	HEWITT LAKE NATIONAL WILDLIFE REFUGE
USFWS_505	CRANE MEADOWS NATIONAL WILDLIFE REFUGE
USFWS_506	SAUTA CAVE NATIONAL WILDLIFE REFUGE
USFWS_507	CEDAR POINT NATIONAL WILDLIFE REFUGE
USFWS_508	BROWN COUNTY WATERFOWL PRODUCTION AREA
USFWS_509	HART MOUNTAIN NATIONAL ANTELOPE REFUGE
USFWS_510	LIDO BEACH WILDLIFE MANAGEMENT AREA
USFWS_511	MEREDOSIA NATIONAL WILDLIFE REFUGE
USFWS_512	MIDDLE MISSISSIPPI RIVER NATIONAL WILDLIFE REFUGE
USFWS_513	FARALLON NATIONAL WILDLIFE REFUGE
USFWS_514	BOYER CHUTE NATIONAL WILDLIFE REFUGE
USFWS_515	NANSEMOND NATIONAL WILDLIFE REFUGE
USFWS_516	SAND LAKE NATIONAL WILDLIFE REFUGE
USFWS_517	WILLIAMS COUNTY WATERFOWL PRODUCTION AREA
USFWS_518	RUBY LAKE NATIONAL WILDLIFE REFUGE
USFWS_519	WARM SPRINGS NATIONAL FISH HATCHERY
USFWS_520	FRANZ LAKE NATIONAL WILDLIFE REFUGE
USFWS_521	WASHITA NATIONAL WILDLIFE REFUGE
USFWS_522	SUPAWNA MEADOWS NATIONAL WILDLIFE REFUGE
USFWS_523	LAS VEGAS NATIONAL WILDLIFE REFUGE
USFWS_524	MALHEUR NATIONAL WILDLIFE REFUGE
USFWS_525	SADDLE MOUNTAIN NATIONAL WILDLIFE REFUGE
USFWS_526	BEADLE COUNTY WATERFOWL PRODUCTION AREA
USFWS_527	MERIDIAN NATIONAL FISH HATCHERY
USFWS_528	MANITOWOC COUNTY WATERFOWL PRODUCTION AREA
USFWS_529	HAGERMAN NATIONAL FISH HATCHERY
USFWS_530	TOWNER COUNTY WATERFOWL PRODUCTION AREA
USFWS_531	POPE COUNTY WATERFOWL PRODUCTION AREA
USFWS_532	SUNKHAZE MEADOWS NATIONAL WILDLIFE REFUGE
USFWS_533	SQUAW CREEK NATIONAL WILDLIFE REFUGE
USFWS_534	PAHRANAGAT NATIONAL WILDLIFE REFUGE
USFWS_535	ROANOKE RIVER NATIONAL WILDLIFE REFUGE
USFWS_536	EASTERN NECK NATIONAL WILDLIFE REFUGE
USFWS_537	OURAY NATIONAL FISH HATCHERY
USFWS_538	ST. VINCENT NATIONAL WILDLIFE REFUGE
USFWS_539	D 'ARBONNE NATIONAL WILDLIFE REFUGE
USFWS_540	BOND SWAMP NATIONAL WILDLIFE REFUGE
USFWS_541	DES LACS NATIONAL WILDLIFE REFUGE
USFWS_542	MCNARY NATIONAL WILDLIFE REFUGE
USFWS_543	FARM SERVICE AGENCY INTEREST OF OH
USFWS_544	NATIONAL BLACK-FOOTED FERRET CONSERVATION CENTER
USFWS_545	OCHOCO RESERVOIR PUBLIC FISHING AREA
USFWS_546	FREEBORN COUNTY WATERFOWL PRODUCTION AREA
USFWS_547	NOBLES COUNTY WATERFOWL PRODUCTION AREA
USFWS_548	MARTIN NATIONAL WILDLIFE REFUGE
USFWS_549	OREGON ISLANDS NATIONAL WILDLIFE REFUGE
USFWS_550	LOWER KLAMATH NATIONAL WILDLIFE REFUGE
USFWS_551	UPPER KLAMATH NATIONAL WILDLIFE REFUGE
USFWS_552	ARTHUR R. MARSHALL LOXAHATCHEE NATIONAL WILDLIFE REFUGE
USFWS_553	DWIGHT D. EISENHOWER NATIONAL FISH HATCHERY
USFWS_554	ROCKY FLATS NATIONAL WILDLIFE REFUGE
USFWS_555	KELLYS SLOUGH NATIONAL WILDLIFE REFUGE
USFWS_556	SWAN RIVER NATIONAL WILDLIFE REFUGE
USFWS_557	SLADE NATIONAL WILDLIFE REFUGE
USFWS_558	BRAZORIA NATIONAL WILDLIFE REFUGE
USFWS_559	PIXLEY NATIONAL WILDLIFE REFUGE
USFWS_560	KAKAHAIA NATIONAL WILDLIFE REFUGE
USFWS_561	COLDWATER RIVER NATIONAL WILDLIFE REFUGE
USFWS_562	TEXAS POINT NATIONAL WILDLIFE REFUGE
USFWS_563	FISHERMAN ISLAND NATIONAL WILDLIFE REFUGE
USFWS_564	HOTCHKISS NATIONAL FISH HATCHERY
USFWS_565	EDDY COUNTY WATERFOWL PRODUCTION AREA
USFWS_566	MATLACHA PASS NATIONAL WILDLIFE REFUGE
USFWS_567	SABINE NATIONAL WILDLIFE REFUGE
USFWS_568	VALLEY CITY NATIONAL FISH HATCHERY
USFWS_569	MISSISQUOI NATIONAL WILDLIFE REFUGE
USFWS_570	MARSHALL COUNTY WATERFOWL PRODUCTION AREA
USFWS_571	PLUM TREE ISLAND NATIONAL WILDLIFE REFUGE
USFWS_572	FISH SPRINGS NATIONAL WILDLIFE REFUGE
USFWS_573	GRIGGS COUNTY WATERFOWL PRODUCTION AREA
USFWS_574	NECEDAH NATIONAL WILDLIFE REFUGE
USFWS_575	CALOOSAHATCHEE NATIONAL WILDLIFE REFUGE
USFWS_576	FOX RIVER NATIONAL WILDLIFE REFUGE
USFWS_577	BIG BRANCH MARSH NATIONAL WILDLIFE REFUGE
USFWS_578	CLARK COUNTY WATERFOWL PRODUCTION AREA
USFWS_579	CHASSAHOWITZKA NATIONAL WILDLIFE REFUGE
USFWS_580	MCFADDIN NATIONAL WILDLIFE REFUGE
USFWS_581	HOWLAND ISLAND NATIONAL WILDLIFE REFUGE
USFWS_582	ATCHAFALAYA NATIONAL WILDLIFE REFUGE
USFWS_583	GRANT COUNTY WATERFOWL PRODUCTION AREA
USFWS_584	MURRAY COUNTY WATERFOWL PRODUCTION AREA
USFWS_585	KILAUEA POINT NATIONAL WILDLIFE REFUGE
USFWS_586	CAHABA RIVER NATIONAL WILDLIFE REFUGE
USFWS_587	THEODORE ROOSEVELT NATIONAL WILDLIFE REFUGE
USFWS_588	MCCOOK COUNTY WATERFOWL PRODUCTION AREA
USFWS_589	FERN CAVE NATIONAL WILDLIFE REFUGE
USFWS_590	CREEDMAN COULEE NATIONAL WILDLIFE REFUGE
USFWS_591	DESERT NATIONAL WILDLIFE RANGE
USFWS_592	VAN BUREN COUNTY WATERFOWL PRODUCTION AREA
USFWS_593	FARM SERVICE AGENCY INTEREST OF SC
USFWS_594	TURNER COUNTY WATERFOWL PRODUCTION AREA
USFWS_595	WACCAMAW NATIONAL WILDLIFE REFUGE
USFWS_596	WHITE LAKE NATIONAL WILDLIFE REFUGE
USFWS_597	MOODY NATIONAL WILDLIFE REFUGE
USFWS_598	LAKE ILO NATIONAL WILDLIFE REFUGE
USFWS_599	SUTTER NATIONAL WILDLIFE REFUGE
USFWS_600	PROTECTION ISLAND NATIONAL WILDLIFE REFUGE
USFWS_601	HOBART LAKE NATIONAL WILDLIFE REFUGE
USFWS_602	WERTHEIM NATIONAL WILDLIFE REFUGE
USFWS_603	KERN NATIONAL WILDLIFE REFUGE
USFWS_604	BECKER COUNTY WATERFOWL PRODUCTION AREA
USFWS_605	CLARK R. BAVIN NATIONAL FISH AND WILDLIFE FORENSICS LABORATORY
USFWS_606	BEARS BLUFF NATIONAL FISH HATCHERY
USFWS_607	MOUNTAIN LONGLEAF NATIONAL WILDLIFE REFUGE
USFWS_608	DON EDWARDS SAN FRANCISCO BAY NATIONAL WILDLIFE REFUGE
USFWS_609	LEE METCALF NATIONAL WILDLIFE REFUGE
USFWS_610	FLORIDA PANTHER NATIONAL WILDLIFE REFUGE
USFWS_611	YUKON FLATS NATIONAL WILDLIFE REFUGE
USFWS_612	NECHES RIVER NATIONAL WILDLIFE REFUGE
USFWS_613	SHERIDAN COUNTY WATERFOWL PRODUCTION AREA
USFWS_614	LITTLE GOOSE NATIONAL WILDLIFE REFUGE
USFWS_615	SANDY POINT NATIONAL WILDLIFE REFUGE
USFWS_616	PATHFINDER NATIONAL WILDLIFE REFUGE
USFWS_617	KOOTENAI NATIONAL WILDLIFE REFUGE
USFWS_618	MCHENRY COUNTY WATERFOWL PRODUCTION AREA
USFWS_619	CROCODILE LAKE NATIONAL WILDLIFE REFUGE
USFWS_620	MASSASOIT NATIONAL WILDLIFE REFUGE
USFWS_621	PINELLAS NATIONAL WILDLIFE REFUGE
USFWS_622	BO GINN NATIONAL FISH HATCHERY AND AQUARIUM
USFWS_623	WASSAW NATIONAL WILDLIFE REFUGE
USFWS_624	TALLAHATCHIE NATIONAL WILDLIFE REFUGE
USFWS_625	ANTIOCH DUNES NATIONAL WILDLIFE REFUGE
USFWS_626	ERIE NATIONAL WILDLIFE REFUGE
USFWS_627	COLOCKUM GAME RANGE
USFWS_628	ENNIS NATIONAL FISH HATCHERY
USFWS_629	GRAND COTE NATIONAL WILDLIFE REFUGE
USFWS_630	CHATTAHOOCHEE FOREST NATIONAL FISH HATCHERY
USFWS_631	CRAIG BROOK NATIONAL FISH HATCHERY
USFWS_632	PALO ALTO COUNTY WATERFOWL PRODUCTION AREA
USFWS_633	LEWIS AND CLARK NATIONAL WILDLIFE REFUGE
USFWS_634	LEADVILLE NATIONAL FISH HATCHERY
USFWS_635	HOPPER MOUNTAIN NATIONAL WILDLIFE REFUGE
USFWS_636	ELIZABETH ALEXANDRA MORTON NATIONAL WILDLIFE REFUGE
USFWS_637	LESUEUR COUNTY WATERFOWL PRODUCTION AREA
USFWS_638	RICE LAKE NATIONAL WILDLIFE REFUGE
USFWS_639	MOODY COUNTY WATERFOWL PRODUCTION AREA
USFWS_640	BOGUE CHITTO NATIONAL WILDLIFE REFUGE
USFWS_641	CHARLES MIX COUNTY WATERFOWL PRODUCTION AREA
USFWS_642	MCLEAN NATIONAL WILDLIFE REFUGE
USFWS_643	CARSON NATIONAL FISH HATCHERY
USFWS_644	INNOKO NATIONAL WILDLIFE REFUGE
USFWS_645	GAVINS POINT NATIONAL FISH HATCHERY
USFWS_646	TARGET ROCK NATIONAL WILDLIFE REFUGE
USFWS_647	JULIA BUTLER HANSEN REFUGE FOR THE COLUMBIAN WHITE-TAILED DEER
USFWS_648	JOHN HEINZ NATIONAL WILDLIFE REFUGE AT TINICUM
USFWS_649	ALAMOSA NATIONAL WILDLIFE REFUGE
USFWS_650	FARM SERVICE AGENCY INTEREST OF KS
USFWS_651	CAMAS NATIONAL WILDLIFE REFUGE
USFWS_652	SHERBURNE NATIONAL WILDLIFE REFUGE
USFWS_653	CLAY COUNTY WATERFOWL PRODUCTION AREA OF IOWA
USFWS_654	OYSTER BAY NATIONAL WILDLIFE REFUGE
USFWS_655	HUGHES COUNTY WATERFOWL PRODUCTION AREA
USFWS_656	SHELL LAKE NATIONAL WILDLIFE REFUGE
USFWS_657	EUFAULA NATIONAL WILDLIFE REFUGE
USFWS_658	GRULLA NATIONAL WILDLIFE REFUGE
USFWS_659	SACRAMENTO NATIONAL WILDLIFE REFUGE
USFWS_660	LESLIE CANYON NATIONAL WILDLIFE REFUGE
USFWS_661	MARIANA ARC OF FIRE NATIONAL WILDLIFE REFUGE
USFWS_662	BOSQUE DEL APACHE NATIONAL WILDLIFE REFUGE
USFWS_663	ROBERTS COUNTY WATERFOWL PRODUCTION AREA
USFWS_664	SEWARD COUNTY WATERFOWL PRODUCTION AREA
USFWS_665	GRAYS LAKE NATIONAL WILDLIFE REFUGE
USFWS_666	TETON COUNTY WATERFOWL PRODUCTION AREA
USFWS_667	GOSPER COUNTY WATERFOWL PRODUCTION AREA
USFWS_668	ROOSEVELT COUNTY WATERFOWL PRODUCTION AREA
USFWS_669	PRIVATE JOHN ALLEN NATIONAL FISH HATCHERY
USFWS_670	CONBOY LAKE NATIONAL WILDLIFE REFUGE
USFWS_671	JACKSON COUNTY WATERFOWL PRODUCTION AREA
USFWS_672	KOSSUTH COUNTY WATERFOWL PRODUCTION AREA
USFWS_673	DANE COUNTY WATERFOWL PRODUCTION AREA
USFWS_674	DICKEY COUNTY WATERFOWL PRODUCTION AREA
USFWS_675	MASON NECK NATIONAL WILDLIFE REFUGE
USFWS_676	KIRWIN NATIONAL WILDLIFE REFUGE
USFWS_677	WICHITA MOUNTAINS WILDLIFE REFUGE
USFWS_678	ARCTIC NATIONAL WILDLIFE REFUGE
USFWS_679	BURLEIGH COUNTY WATERFOWL PRODUCTION AREA
USFWS_680	PINE ISLAND NATIONAL WILDLIFE REFUGE
USFWS_681	UPPER SOURIS NATIONAL WILDLIFE REFUGE
USFWS_682	PRESQUILE NATIONAL WILDLIFE REFUGE
USFWS_683	UMATILLA NATIONAL WILDLIFE REFUGE
USFWS_684	TRAVERSE COUNTY WATERFOWL PRODUCTION AREA
USFWS_685	TUCANNON FISH HATCHERY
USFWS_686	DELEVAN NATIONAL WILDLIFE REFUGE
USFWS_687	JORDAN RIVER NATIONAL FISH HATCHERY
USFWS_688	SAUK COUNTY WATERFOWL PRODUCTION AREA
USFWS_689	FARM SERVICE AGENCY INTEREST OF MO
USFWS_690	NINIGRET NATIONAL WILDLIFE REFUGE
USFWS_691	ORANGEBURG COUNTY NATIONAL FISH HATCHERY
USFWS_692	MINNESOTA VALLEY NATIONAL WILDLIFE REFUGE
USFWS_693	GREAT BAY NATIONAL WILDLIFE REFUGE
USFWS_694	STUMP LAKE NATIONAL WILDLIFE REFUGE
USFWS_695	RIO MORA NATIONAL WILDLIFE REFUGE AND CONSERVATION AREA
USFWS_696	KIRTLANDS WARBLER WILDLIFE MANAGEMENT AREA
USFWS_697	CLEARWATER COUNTY WATERFOWL PRODUCTION AREA
USFWS_698	GRASSLANDS WILDLIFE MANAGEMENT AREA
USFWS_699	WILKIN COUNTY WATERFOWL PRODUCTION AREA
USFWS_700	SAWTOOTH FISH HATCHERY
USFWS_701	PORT LOUISA NATIONAL WILDLIFE REFUGE
USFWS_702	RAMSEY COUNTY WATERFOWL PRODUCTION AREA
USFWS_703	BIG STONE COUNTY WATERFOWL PRODUCTION AREA
USFWS_704	CARLTON POND WATERFOWL PRODUCTION AREA
USFWS_705	HORICON NATIONAL WILDLIFE REFUGE
USFWS_706	MOOSEHORN NATIONAL WILDLIFE REFUGE
USFWS_707	PIERCE NATIONAL WILDLIFE REFUGE
USFWS_708	CLARENCE CANNON NATIONAL WILDLIFE REFUGE
USFWS_709	RYDELL NATIONAL WILDLIFE REFUGE
USFWS_710	BURKE COUNTY WATERFOWL PRODUCTION AREA
USFWS_711	FALLON NATIONAL WILDLIFE REFUGE
USFWS_712	CEDAR ISLAND NATIONAL WILDLIFE REFUGE
USFWS_713	WHEELER NATIONAL WILDLIFE REFUGE
USFWS_714	OKEFENOKEE NATIONAL WILDLIFE REFUGE
USFWS_715	THACHER ISLAND NATIONAL WILDLIFE REFUGE
USFWS_716	CHAUTAUQUA NATIONAL WILDLIFE REFUGE
USFWS_717	MCLEAN COUNTY WATERFOWL PRODUCTION AREA
USFWS_718	SAVANNAH NATIONAL WILDLIFE REFUGE
USFWS_719	MCINTOSH COUNTY WATERFOWL PRODUCTION AREA
USFWS_720	MOAPA VALLEY NATIONAL WILDLIFE REFUGE
USFWS_721	KEY WEST NATIONAL WILDLIFE REFUGE
USFWS_722	KANUTI NATIONAL WILDLIFE REFUGE
USFWS_723	TENNESSEE NATIONAL WILDLIFE REFUGE
USFWS_724	MAMMOTH SPRING NATIONAL FISH HATCHERY
USFWS_725	COLUMBIA NATIONAL WILDLIFE REFUGE
USFWS_726	GRAYS HARBOR NATIONAL WILDLIFE REFUGE
USFWS_727	MERRIMACK RIVER ATLANTIC SALMON SMOLT RELEASE SITE
USFWS_728	SPRING CREEK NATIONAL FISH HATCHERY
USFWS_729	GREAT PLAINS NATURE CENTER
USFWS_730	BIG LAKE NATIONAL WILDLIFE REFUGE
USFWS_731	HILL COUNTY WATERFOWL PRODUCTION AREA
USFWS_732	POND ISLAND NATIONAL WILDLIFE REFUGE
USFWS_733	AROOSTOOK NATIONAL WILDLIFE REFUGE
USFWS_734	POTTER COUNTY WATERFOWL PRODUCTION AREA
USFWS_735	TETLIN NATIONAL WILDLIFE REFUGE
USFWS_736	CRESTON NATIONAL FISH HATCHERY
USFWS_737	EDMUNDS COUNTY WATERFOWL PRODUCTION AREA
USFWS_738	SIBLEY COUNTY WATERFOWL PRODUCTION AREA
USFWS_739	LINCOLN COUNTY WATERFOWL PRODUCTION AREA
USFWS_740	MINIDOKA NATIONAL WILDLIFE REFUGE
USFWS_741	MARIANA TRENCH NATIONAL WILDLIFE REFUGE
USFWS_742	FARM SERVICE AGENCY INTEREST OF OR
USFWS_743	KARL E. MUNDT NATIONAL WILDLIFE REFUGE
USFWS_744	OXFORD SLOUGH WATERFOWL PRODUCTION AREA
USFWS_745	CASS COUNTY WATERFOWL PRODUCTION AREA
USFWS_746	ST. JOHNS NATIONAL WILDLIFE REFUGE
USFWS_747	TURNBULL NATIONAL WILDLIFE REFUGE
USFWS_748	BELTRAMI WILDLIFE MANAGEMENT AREA
USFWS_749	POWELL COUNTY WATERFOWL PRODUCTION AREA
USFWS_750	SHIAWASSEE NATIONAL WILDLIFE REFUGE
USFWS_751	TYBEE NATIONAL WILDLIFE REFUGE
USFWS_752	TUALATIN RIVER NATIONAL WILDLIFE REFUGE
USFWS_753	NORMAN COUNTY WATERFOWL PRODUCTION AREA
USFWS_754	FARM SERVICE AGENCY INTEREST OF GA
USFWS_755	SINLAHEKIN DEER WINTER RANGE AND WILDLIFE REFUGE
USFWS_756	BRETON NATIONAL WILDLIFE REFUGE
USFWS_757	WELLS COUNTY WATERFOWL PRODUCTION AREA
USFWS_758	QUILCENE NATIONAL FISH HATCHERY
USFWS_759	NATCHITOCHES NATIONAL FISH HATCHERY
USFWS_760	SHAWANGUNK GRASSLANDS NATIONAL WILDLIFE REFUGE
USFWS_761	QUINAULT NATIONAL FISH HATCHERY
USFWS_762	MORTENSON LAKE NATIONAL WILDLIFE REFUGE
USFWS_763	BITTER LAKE NATIONAL WILDLIFE REFUGE
USFWS_764	NATIONAL ELK REFUGE
USFWS_765	REELFOOT NATIONAL WILDLIFE REFUGE
USFWS_766	SEVILLETA NATIONAL WILDLIFE REFUGE
USFWS_767	OSCEOLA COUNTY WATERFOWL PRODUCTION AREA
USFWS_768	NORTH CENTRAL VALLEY WILDLIFE MANAGEMENT AREA
USFWS_769	LAKE ZAHL NATIONAL WILDLIFE REFUGE
USFWS_770	HETTINGER COUNTY WATERFOWL PRODUCTION AREA
USFWS_771	ALLIGATOR RIVER NATIONAL WILDLIFE REFUGE
USFWS_772	MANDALAY NATIONAL WILDLIFE REFUGE
USFWS_773	BOZEMAN FISH TECHNOLOGY CENTER
USFWS_774	SAND CREEK ELK REFUGE
USFWS_775	NOWITNA NATIONAL WILDLIFE REFUGE
USFWS_776	KENAI NATIONAL WILDLIFE REFUGE
USFWS_777	HANCOCK COUNTY WATERFOWL PRODUCTION AREA
USFWS_778	ROLETTE COUNTY WATERFOWL PRODUCTION AREA
USFWS_779	CLEAR LAKE NATIONAL WILDLIFE REFUGE
USFWS_780	OURAY NATIONAL WILDLIFE REFUGE
USFWS_781	GLACIER COUNTY WATERFOWL PRODUCTION AREA
USFWS_782	WATERCRESS DARTER NATIONAL WILDLIFE REFUGE
USFWS_783	RIDGEFIELD NATIONAL WILDLIFE REFUGE
USFWS_784	TOOLE COUNTY WATERFOWL PRODUCTION AREA
USFWS_785	BANKS LAKE NATIONAL WILDLIFE REFUGE
USFWS_786	CODINGTON COUNTY WATERFOWL PRODUCTION AREA
USFWS_787	ARANSAS NATIONAL WILDLIFE REFUGE
USFWS_788	MOUNTAIN BOGS NATIONAL WILDLIFE REFUGE
USFWS_789	NORFORK NATIONAL FISH HATCHERY
USFWS_790	DELTA NATIONAL WILDLIFE REFUGE
USFWS_791	MORGAN BRAKE NATIONAL WILDLIFE REFUGE
USFWS_792	HUTCHINSON COUNTY WATERFOWL PRODUCTION AREA
USFWS_793	UPPER OUACHITA NATIONAL WILDLIFE REFUGE
USFWS_794	WOLF ISLAND NATIONAL WILDLIFE REFUGE
USFWS_795	BUCK ISLAND NATIONAL WILDLIFE REFUGE
USFWS_796	LITCHFIELD WETLAND MANAGEMENT DISTRICT
USFWS_797	LAKE COUNTY WATERFOWL PRODUCTION AREA
USFWS_798	JOHNSTON ATOLL NATIONAL WILDLIFE REFUGE
USFWS_799	YELLOW MEDICINE COUNTY WATERFOWL PRODUCTION AREA
USFWS_800	CURRITUCK NATIONAL WILDLIFE REFUGE
USFWS_801	LAKE WOODRUFF NATIONAL WILDLIFE REFUGE
USFWS_802	BIG OAKS NATIONAL WILDLIFE REFUGE
USFWS_803	ARAPAHO NATIONAL WILDLIFE REFUGE
USFWS_804	JOHN H. CHAFEE NATIONAL WILDLIFE REFUGE
USFWS_805	NATIONAL CONSERVATION TRAINING CENTER
USFWS_806	NAVASSA ISLAND NATIONAL WILDLIFE REFUGE
USFWS_807	CLEARWATER FISH HATCHERY
USFWS_808	MCPHERSON COUNTY WATERFOWL PRODUCTION AREA
USFWS_809	ADAMS COUNTY WATERFOWL PRODUCTION AREA
USFWS_810	HAWAII ADMINISTRATIVE SITE
USFWS_811	SEEDSKADEE NATIONAL WILDLIFE REFUGE
